117.6536,116.2686,12/12/2019 3:19:18 PM
117.6164,115.9221,12/12/2019 3:19:18 PM
117.5545,115.9967,12/12/2019 3:19:18 PM
117.2111,116.1149,12/12/2019 3:19:18 PM
116.8621,116.2217,12/12/2019 3:19:18 PM
116.3321,116.3817,12/12/2019 3:19:18 PM
115.822,116.0903,12/12/2019 3:19:18 PM
115.8519,115.611,12/12/2019 3:19:18 PM
115.6744,115.4752,12/12/2019 3:19:18 PM
115.6583,115.3972,12/12/2019 3:19:18 PM
115.1689,114.8689,12/12/2019 3:19:18 PM
114.9418,114.6642,12/12/2019 3:19:18 PM
115.0292,114.5688,12/12/2019 3:19:18 PM
115.1604,114.2903,12/12/2019 3:19:18 PM
115.2337,114.0573,12/12/2019 3:19:18 PM
115.5118,113.9385,12/12/2019 3:19:18 PM
115.4511,113.8803,12/12/2019 3:19:18 PM
115.7564,113.9055,12/12/2019 3:19:18 PM
115.8864,114.019,12/12/2019 3:19:18 PM
115.9526,114.0589,12/12/2019 3:19:19 PM
115.971,113.9529,12/12/2019 3:19:19 PM
115.9249,113.9297,12/12/2019 3:19:19 PM
115.8282,113.8051,12/12/2019 3:19:19 PM
116.1173,113.7768,12/12/2019 3:19:19 PM
116.2698,113.7028,12/12/2019 3:19:19 PM
116.3281,113.6599,12/12/2019 3:19:19 PM
116.0163,114.0022,12/12/2019 3:19:19 PM
115.4242,114.134,12/12/2019 3:19:19 PM
114.8202,114.6904,12/12/2019 3:19:19 PM
114.6879,115.3056,12/12/2019 3:19:19 PM
114.2045,115.5432,12/12/2019 3:19:19 PM
113.3781,115.4419,12/12/2019 3:19:19 PM
112.6511,115.6957,12/12/2019 3:19:19 PM
112.0493,115.7481,12/12/2019 3:19:19 PM
111.9147,115.57,12/12/2019 3:19:19 PM
111.2127,115.7865,12/12/2019 3:19:19 PM
110.7307,115.5249,12/12/2019 3:19:19 PM
110.4364,115.241,12/12/2019 3:19:19 PM
110.3758,115.1247,12/12/2019 3:19:19 PM
111.6254,115.1882,12/12/2019 3:19:19 PM
112.2831,115.181,12/12/2019 3:19:19 PM
112.5349,115.2344,12/12/2019 3:19:19 PM
113.1069,115.2467,12/12/2019 3:19:19 PM
113.4198,115.1444,12/12/2019 3:19:19 PM
113.6122,115.0062,12/12/2019 3:19:19 PM
114.0322,114.9245,12/12/2019 3:19:19 PM
114.1247,114.863,12/12/2019 3:19:19 PM
114.3309,114.8014,12/12/2019 3:19:19 PM
114.4967,114.7832,12/12/2019 3:19:19 PM
114.7495,114.8142,12/12/2019 3:19:20 PM
114.9537,114.8126,12/12/2019 3:19:20 PM
115.1258,114.8125,12/12/2019 3:19:20 PM
115.3297,114.8565,12/12/2019 3:19:20 PM
115.5341,114.9001,12/12/2019 3:19:20 PM
115.6697,115.0076,12/12/2019 3:19:20 PM
115.6026,115.0847,12/12/2019 3:19:20 PM
115.5218,115.1297,12/12/2019 3:19:20 PM
115.4953,115.2207,12/12/2019 3:19:20 PM
115.4383,115.2833,12/12/2019 3:19:20 PM
115.4427,115.5616,12/12/2019 3:19:20 PM
115.4342,116.2971,12/12/2019 3:19:20 PM
115.344,117.9204,12/12/2019 3:19:20 PM
115.2988,120.3196,12/12/2019 3:19:20 PM
115.3078,123.1771,12/12/2019 3:19:20 PM
115.2401,126.3069,12/12/2019 3:19:20 PM
115.2603,129.4333,12/12/2019 3:19:20 PM
115.204,132.4298,12/12/2019 3:19:20 PM
115.2354,135.3811,12/12/2019 3:19:20 PM
115.0881,138.4624,12/12/2019 3:19:20 PM
115.1233,140.8228,12/12/2019 3:19:20 PM
115.0848,143.0395,12/12/2019 3:19:20 PM
115.0728,144.7486,12/12/2019 3:19:20 PM
115.0839,146.0521,12/12/2019 3:19:20 PM
115.1107,146.9545,12/12/2019 3:19:20 PM
115.1016,147.9081,12/12/2019 3:19:20 PM
115.0392,148.5205,12/12/2019 3:19:20 PM
114.9988,148.9434,12/12/2019 3:19:20 PM
115.0161,149.154,12/12/2019 3:19:20 PM
115.048,149.0736,12/12/2019 3:19:20 PM
115.1567,148.9761,12/12/2019 3:19:21 PM
115.0716,148.6228,12/12/2019 3:19:21 PM
115.0544,147.3761,12/12/2019 3:19:21 PM
115.0129,144.7318,12/12/2019 3:19:21 PM
115.2789,141.5691,12/12/2019 3:19:21 PM
116.1077,138.0296,12/12/2019 3:19:21 PM
118.6325,135.1151,12/12/2019 3:19:21 PM
123.6784,131.8616,12/12/2019 3:19:21 PM
128.83,128.6789,12/12/2019 3:19:21 PM
133.8064,125.9998,12/12/2019 3:19:21 PM
138.7325,123.8381,12/12/2019 3:19:21 PM
143.6742,121.9354,12/12/2019 3:19:21 PM
149.5057,120.8833,12/12/2019 3:19:21 PM
151.7079,119.7347,12/12/2019 3:19:21 PM
154.1492,119.1462,12/12/2019 3:19:21 PM
157.2806,118.8712,12/12/2019 3:19:21 PM
158.8334,118.7505,12/12/2019 3:19:21 PM
159.8865,118.5204,12/12/2019 3:19:21 PM
160.4548,118.4033,12/12/2019 3:19:21 PM
160.2186,118.2849,12/12/2019 3:19:21 PM
160.1089,118.2775,12/12/2019 3:19:21 PM
159.9855,118.1894,12/12/2019 3:19:21 PM
159.9346,118.1645,12/12/2019 3:19:21 PM
159.8343,118.1081,12/12/2019 3:19:21 PM
159.8062,118.0488,12/12/2019 3:19:21 PM
159.6324,118.008,12/12/2019 3:19:21 PM
159.6185,117.9191,12/12/2019 3:19:21 PM
159.6174,117.828,12/12/2019 3:19:21 PM
159.625,117.7599,12/12/2019 3:19:21 PM
159.6427,117.6158,12/12/2019 3:19:21 PM
159.5434,117.4492,12/12/2019 3:19:22 PM
159.6552,117.348,12/12/2019 3:19:22 PM
159.7017,117.2136,12/12/2019 3:19:22 PM
159.8648,117.114,12/12/2019 3:19:22 PM
160.1619,117.0592,12/12/2019 3:19:22 PM
160.3954,117.0839,12/12/2019 3:19:22 PM
160.7231,117.0909,12/12/2019 3:19:22 PM
161.117,117.1139,12/12/2019 3:19:22 PM
161.429,117.0705,12/12/2019 3:19:22 PM
161.7994,117.0674,12/12/2019 3:19:22 PM
162.0789,117.145,12/12/2019 3:19:22 PM
161.9873,117.1776,12/12/2019 3:19:22 PM
161.8539,117.2224,12/12/2019 3:19:22 PM
163.5878,117.2323,12/12/2019 3:19:22 PM
163.6421,117.1828,12/12/2019 3:19:22 PM
162.3561,117.1524,12/12/2019 3:19:22 PM
158.6229,117.0907,12/12/2019 3:19:22 PM
154.3478,117.0325,12/12/2019 3:19:22 PM
148.3596,116.9228,12/12/2019 3:19:22 PM
142.0847,116.7253,12/12/2019 3:19:22 PM
136.0609,116.4506,12/12/2019 3:19:22 PM
131.9655,116.1361,12/12/2019 3:19:22 PM
127.2516,115.7316,12/12/2019 3:19:22 PM
122.8681,115.3366,12/12/2019 3:19:22 PM
118.9852,115.2182,12/12/2019 3:19:22 PM
116.9062,115.0972,12/12/2019 3:19:22 PM
115.5473,114.9986,12/12/2019 3:19:22 PM
115.0525,114.9735,12/12/2019 3:19:22 PM
115.1628,115.016,12/12/2019 3:19:22 PM
115.7547,115.0417,12/12/2019 3:19:22 PM
115.7547,115.0417,12/12/2019 3:19:23 PM
122.6401,115.0828,12/12/2019 3:19:23 PM
128.3582,115.1978,12/12/2019 3:19:23 PM
128.3582,115.1978,12/12/2019 3:19:23 PM
132.1252,115.3461,12/12/2019 3:19:23 PM
141.5866,115.4856,12/12/2019 3:19:23 PM
145.2681,115.5065,12/12/2019 3:19:23 PM
148.1328,115.5719,12/12/2019 3:19:23 PM
148.1328,115.5719,12/12/2019 3:19:23 PM
151.9701,115.587,12/12/2019 3:19:23 PM
156.3996,115.6674,12/12/2019 3:19:23 PM
158.5895,115.7228,12/12/2019 3:19:23 PM
158.5895,115.7228,12/12/2019 3:19:23 PM
161.5308,115.8712,12/12/2019 3:19:23 PM
162.1201,115.8725,12/12/2019 3:19:23 PM
162.3012,115.8407,12/12/2019 3:19:23 PM
162.3012,115.8407,12/12/2019 3:19:23 PM
161.7888,115.7627,12/12/2019 3:19:23 PM
161.7888,115.7627,12/12/2019 3:19:23 PM
159.9875,115.7985,12/12/2019 3:19:23 PM
157.2782,115.9413,12/12/2019 3:19:23 PM
149.3937,119.318,12/12/2019 3:19:23 PM
144.7038,124.2404,12/12/2019 3:19:23 PM
144.7038,124.2404,12/12/2019 3:19:23 PM
137.1324,133.9663,12/12/2019 3:19:23 PM
137.1324,133.9663,12/12/2019 3:19:23 PM
133.2329,139.4794,12/12/2019 3:19:23 PM
129.8749,144.0291,12/12/2019 3:19:23 PM
126.1214,148.299,12/12/2019 3:19:23 PM
123.0439,151.298,12/12/2019 3:19:23 PM
120.0768,153.121,12/12/2019 3:19:24 PM
117.3596,154.4118,12/12/2019 3:19:24 PM
115.1201,154.7154,12/12/2019 3:19:24 PM
115.1201,154.7154,12/12/2019 3:19:24 PM
114.3471,154.6689,12/12/2019 3:19:24 PM
113.9976,154.5071,12/12/2019 3:19:24 PM
113.9374,154.2539,12/12/2019 3:19:24 PM
113.8403,153.8893,12/12/2019 3:19:24 PM
113.5046,152.327,12/12/2019 3:19:24 PM
113.5046,152.327,12/12/2019 3:19:24 PM
113.5229,150.9079,12/12/2019 3:19:24 PM
113.5498,149.1124,12/12/2019 3:19:24 PM
113.6044,147.1304,12/12/2019 3:19:24 PM
113.6127,144.2891,12/12/2019 3:19:24 PM
113.5659,138.6234,12/12/2019 3:19:24 PM
113.5659,138.6234,12/12/2019 3:19:24 PM
113.5221,135.6514,12/12/2019 3:19:24 PM
113.5179,133.2726,12/12/2019 3:19:24 PM
113.4746,129.9384,12/12/2019 3:19:24 PM
113.4285,126.9425,12/12/2019 3:19:24 PM
113.468,124.2966,12/12/2019 3:19:24 PM
113.426,120.9713,12/12/2019 3:19:24 PM
113.3805,117.9845,12/12/2019 3:19:24 PM
113.3631,115.6059,12/12/2019 3:19:24 PM
113.3805,114.8217,12/12/2019 3:19:24 PM
113.4101,113.9927,12/12/2019 3:19:24 PM
113.4047,113.8342,12/12/2019 3:19:24 PM
113.4595,113.6764,12/12/2019 3:19:24 PM
113.5245,113.6872,12/12/2019 3:19:24 PM
113.7647,113.7743,12/12/2019 3:19:24 PM
